Name,Age,Occupation,Salary,Car Model,Home State,Location,Children
Max,49,Software-Developer,412485,SILVERADO T1RCF LD REG,Wyoming,"(29.7604, -95.3698)",2
Frank,31,Driver,204511,TRAVERSE C1YC2,Hawaii,"(25.7617, -80.1918)",4
David,30,Data-Scientist,74799,ENCLAVE C1YB,Illinois,"(41.8781, -87.6298)",8
Eva,57,Lieutenant,323182,ENCORE G1UB,Illinois,"(33.4484, -112.0740)",8
David,33,Chef,376960,XT5 C1UL,Michigan,"(37.7749, -122.4194)",1
Frank,43,Designer,151772,SIERRA T1RGH HD REG,Illinois,"(39.7392, -104.9903)",7
Charlie,60,Lieutenant,42251,LCF 6500XD I-700N,Illinois,"(37.7749, -122.4194)",3
Frank,30,Doctor,80230,ENVISION E2UB,New-Jersey,"(47.6062, -122.3321)",3
Garrett,30,Engineer,218183,MALIBU E2SC,Maine,"(37.7749, -122.4194)",4
Charlie,40,Diesil-Mechanic,81349,XT4 E2UL,Oregon,"(25.7617, -80.1918)",4
David,42,Data-Engineer,81640,EXPRESS VAN 610,New-Hampshire,"(47.6062, -122.3321)",2
Max,55,Lawyer,88866,EQUINOX D2UC,Montana,"(29.7604, -95.3698)",5
Bob,24,Lawyer,382831,CANYON 31CG2,Wyoming,"(41.8781, -87.6298)",1
Alice,38,Lieutenant,448612,BLAZER C1UC,Alaska,"(29.7604, -95.3698)",9
Jack,51,Artist,403263,CAMARO A1BC COUPE,Wyoming,"(47.6062, -122.3321)",8
Charlie,35,Software-Developer,214762,ESCALADE ESV T1YLF,Montana,"(34.0522, -118.2437)",8
Frank,30,Mechanic,52042,LCF 6500XD I-700N,Massachusetts,"(40.7128, -74.0060)",8
Mattie,40,Police-Officer,243359,SILVERADO T1RCH HD REG,Oregon,"(40.7128, -74.0060)",4
Helen,21,Chef,438607,SIERRA T1RGH HD REG,New-Mexico,"(40.7128, -74.0060)",9
Levi,54,Lieutenant,240215,CT4 A2SL,Montana,"(40.7128, -74.0060)",4
Frank,46,Chef,401997,ESCALADE ESV T1YLF,Montana,"(39.7392, -104.9903)",2
Ivy,45,Data-Engineer,78850,XT5 C1UL,Arizona,"(37.7749, -122.4194)",7
Alice,53,Engineer,309358,EQUINOX EV C223,Maine,"(25.7617, -80.1918)",3
Garrett,34,Accountant,302757,TRAVERSE C1YC,Wyoming,"(34.0522, -118.2437)",3
David,56,Driver,336871,ESCALADE T1ULF,Montana,"(37.7749, -122.4194)",1
Helen,26,Driver,137884,SIERRA T1EGH HD DBL,New-York,"(41.8781, -87.6298)",9
Frank,45,Diesil-Mechanic,362655,CT4 A2SL,Maine,"(47.6062, -122.3321)",7
Eva,28,Chef,439675,CELESTIQ L246,New-Mexico,"(37.7749, -122.4194)",7
Ivy,53,Data-Engineer,295438,EQUINOX D2UC,Illinois,"(42.3601, -71.0589)",9
Levi,35,Data-Scientist,152878,PICKUP-E BEV BT1FG,Alaska,"(41.8781, -87.6298)",2
Jack,43,Software-Developer,261760,LYRIQ L233,Arizona,"(29.7604, -95.3698)",2
Levi,25,Police-Officer,291819,EQUINOX D2UC,Michigan,"(41.8781, -87.6298)",2
Levi,32,Lieutenant,69143,SILVERADO T1ECF LD DBL,Maine,"(29.7604, -95.3698)",8
Bob,49,Artist,55014,TRAX 9BQC1,Hawaii,"(39.7392, -104.9903)",3
David,23,Designer,204437,SILVERADO T1ECF LD DBL,New-Mexico,"(40.7128, -74.0060)",9
Alice,50,Chef,439524,ENCLAVE C1YB,Maine,"(33.4484, -112.0740)",2
Grace,56,Nurse,41498,TRAILBLAZER 9BYC,New-Hampshire,"(33.4484, -112.0740)",4
Jack,45,Software-Developer,194471,SILVERADO T1ECH HD DBL,Michigan,"(37.7749, -122.4194)",4
David,27,Diesil-Mechanic,282775,SILVERADO T1CCH HD CREW,Oregon,"(42.3601, -71.0589)",3
David,29,Software-Developer,227758,ENCLAVE C1YB,New-York,"(29.7604, -95.3698)",9
Bailie,52,Accountant,60525,SILVERADO T1CCH HD CREW,Wyoming,"(34.0522, -118.2437)",7
Garrett,59,Chef,319467,TERRAIN D2UG,Montana,"(37.7749, -122.4194)",9
David,27,Chef,112857,SILVERADO T1CCH HD CREW,Michigan,"(34.0522, -118.2437)",9
Frank,43,Nurse,329838,ENVISTA 9BQB1,Montana,"(37.7749, -122.4194)",9
Garrett,34,Driver,114128,CANYON 31XGN,Washington,"(42.3601, -71.0589)",4
Eva,39,Chef,42827,YUKON XL T1YGF,Alaska,"(42.3601, -71.0589)",4
Bob,60,Nurse,298378,SIERRA T1RGH HD REG,New-Jersey,"(29.7604, -95.3698)",3
Alice,43,Chef,246481,SILVERADO EV BT1CC,Illinois,"(37.7749, -122.4194)",0
Frank,27,Doctor,72572,COLORADO 31CC2,Hawaii,"(34.0522, -118.2437)",4
Garrett,57,Software-Developer,426411,CANYON 31CG2,New-Hampshire,"(40.7128, -74.0060)",1
Charlie,20,Diesil-Mechanic,131775,CELESTIQ L246,New-Jersey,"(42.3601, -71.0589)",2
Bailie,38,Accountant,243546,TRAILBLAZER 9BYC,Maine,"(41.8781, -87.6298)",0
Helen,44,Accountant,57316,ESCALADE ESV T1YLF,Massachusetts,"(29.7604, -95.3698)",2
Garrett,49,Software-Developer,387673,SILVERADO T1ECH HD DBL,Wyoming,"(25.7617, -80.1918)",6
Levi,60,Nurse,322656,LCF 6500XD I-700N,Massachusetts,"(47.6062, -122.3321)",0
Mattie,29,Software-Developer,82360,CELESTIQ L246,Alaska,"(42.3601, -71.0589)",2
Grace,23,Software-Developer,268184,MALIBU E2SC,Maine,"(47.6062, -122.3321)",1
Frank,48,Software-Developer,45072,SIERRA T1EGF LD DBL,Washington,"(40.7128, -74.0060)",6
Max,46,Police-Officer,42826,CT4 A2SL,Illinois,"(34.0522, -118.2437)",1
Frank,42,Designer,433663,TRAVERSE C1YC2,Arizona,"(41.8781, -87.6298)",8
Charlie,31,Lawyer,384093,CELESTIQ L246,Indiana,"(47.6062, -122.3321)",0
Alice,42,Driver,178187,XT6 C1TL,New-York,"(41.8781, -87.6298)",3
Ivy,55,Designer,405564,CELESTIQ L246,New-York,"(25.7617, -80.1918)",7
Max,35,Mechanic,31801,CT4 A2SL,Montana,"(33.4484, -112.0740)",0
Bailie,29,Nurse,212812,ESCALADE ESV T1YLF,Texas,"(34.0522, -118.2437)",1
Max,45,Doctor,87300,CAMARO A1BC COUPE,Wyoming,"(39.7392, -104.9903)",7
Grace,33,Lawyer,249315,ENCLAVE C1YB,Illinois,"(41.8781, -87.6298)",9
Grace,42,Software-Developer,111634,TRAX-K G1UC,Arizona,"(47.6062, -122.3321)",1
Max,40,Doctor,392821,CT5 A2LL,Michigan,"(25.7617, -80.1918)",9
Grace,45,Police-Officer,245582,SIERRA T1EGF LD DBL,New-York,"(37.7749, -122.4194)",0
Helen,29,Teacher,94185,CAMARO A1BC COUPE,Michigan,"(37.7749, -122.4194)",0
David,34,Diesil-Mechanic,191685,LCF 6500XD I-700N,New-Mexico,"(37.7749, -122.4194)",8
Jack,58,Artist,165496,ENCORE GX 9BUB,New-York,"(33.4484, -112.0740)",7
Charlie,29,Artist,350796,BLAZER EV C234,Hawaii,"(41.8781, -87.6298)",1
Ivy,55,Driver,311009,EQUINOX EV C223,Illinois,"(37.7749, -122.4194)",7
Max,41,Software-Developer,137608,CORVETTE Y200,Texas,"(42.3601, -71.0589)",2
Grace,21,Data-Scientist,382500,SILVERADO 4500/5500,Arizona,"(25.7617, -80.1918)",1
Garrett,25,Driver,419542,YUKON T1UGF,Oregon,"(29.7604, -95.3698)",7
Ivy,27,Data-Engineer,136377,SILVERADO T1CCH HD CREW,Indiana,"(47.6062, -122.3321)",5
Grace,38,Mechanic,368672,SILVERADO T1RCF LD REG,Michigan,"(41.8781, -87.6298)",8
David,58,Doctor,415915,EQUINOX D2UC,Texas,"(29.7604, -95.3698)",8
David,45,Teacher,175679,ESCALADE ESV T1YLF,Hawaii,"(34.0522, -118.2437)",8
Alice,50,Accountant,384631,SPARK M2JC,Hawaii,"(40.7128, -74.0060)",2
Eva,45,Engineer,213132,SIERRA T1CGF LD CREW,Hawaii,"(41.8781, -87.6298)",9
Frank,40,Driver,333011,SILVERADO T1CCF LD CREW,Michigan,"(33.4484, -112.0740)",7
Charlie,57,Data-Scientist,216819,TRAX 9BQC1,Alaska,"(25.7617, -80.1918)",8
Mattie,58,Doctor,122247,SIERRA T1CGH HD CREW,Texas,"(33.4484, -112.0740)",9
Mattie,32,Mechanic,175255,SILVERADO T1RCH HD REG,New-Jersey,"(47.6062, -122.3321)",9
Mattie,46,Driver,208209,EQUINOX D2UC,New-Mexico,"(33.4484, -112.0740)",2
Frank,47,Doctor,175713,ENCLAVE C1YB,New-Hampshire,"(39.7392, -104.9903)",5
Max,35,Lieutenant,196137,HUM BEV BT1UG,Montana,"(47.6062, -122.3321)",0
Levi,28,Designer,177016,LYRIQ L233,Montana,"(47.6062, -122.3321)",4
Max,31,Accountant,61606,SILVERADO T1ECF LD DBL,New-Hampshire,"(29.7604, -95.3698)",9
David,31,Lawyer,172506,SIERRA T1RGF LD REG,Indiana,"(33.4484, -112.0740)",4
Alice,47,Artist,87891,CANYON 31XGN,Wyoming,"(47.6062, -122.3321)",5
Bob,41,Mechanic,322358,CT5 A2LL,Indiana,"(40.7128, -74.0060)",6
Levi,45,Engineer,219105,SUBURBAN T1YCF,Washington,"(42.3601, -71.0589)",9
Mattie,60,Police-Officer,156935,SILVERADO EV BT1CC,Montana,"(29.7604, -95.3698)",4
Jack,47,Chef,65477,CANYON 31CG2,Massachusetts,"(33.4484, -112.0740)",6
Helen,25,Police-Officer,419280,BLAZER C1UC,Oregon,"(25.7617, -80.1918)",2
Helen,22,Designer,389022,YUKON XL T1YGF,Wyoming,"(33.4484, -112.0740)",9
Eva,26,Engineer,416112,MALIBU E2SC,Arizona,"(37.7749, -122.4194)",4
David,24,Lawyer,48794,SIERRA T1RGH HD REG,Alaska,"(47.6062, -122.3321)",2
Bailie,23,Data-Engineer,107695,SILVERADO 4500/5500,Wyoming,"(40.7128, -74.0060)",5
David,47,Data-Scientist,102374,CANYON 31XGN,Michigan,"(47.6062, -122.3321)",4
Max,47,Police-Officer,380208,SPARK M2JC,New-Hampshire,"(37.7749, -122.4194)",9
David,37,Driver,244360,CAMARO A1AC CONV,Washington,"(25.7617, -80.1918)",8
Helen,43,Software-Developer,265792,SILVERADO 4500/5500,Indiana,"(47.6062, -122.3321)",5
Alice,33,Chef,113781,SIERRA T1RGH HD REG,Illinois,"(40.7128, -74.0060)",5
Bob,54,Diesil-Mechanic,50035,TRAX 9BQC1,New-Hampshire,"(41.8781, -87.6298)",3
Jack,60,Data-Engineer,314046,ENVISION E2UB,Hawaii,"(40.7128, -74.0060)",3
Bailie,51,Artist,108577,SILVERADO T1ECH HD DBL,New-York,"(25.7617, -80.1918)",6
Bailie,28,Diesil-Mechanic,368176,CAMARO A1AC CONV,Michigan,"(40.7128, -74.0060)",4
Mattie,25,Data-Scientist,273983,TRAVERSE C1YC2,New-York,"(39.7392, -104.9903)",5
David,31,Diesil-Mechanic,234685,SILVERADO EV BT1CC,Montana,"(33.4484, -112.0740)",4
David,58,Data-Engineer,315853,BLAZER C1UC,Texas,"(33.4484, -112.0740)",1
Grace,44,Artist,155003,SIERRA T1CGH HD CREW,Illinois,"(29.7604, -95.3698)",2
Alice,47,Lieutenant,403612,SILVERADO 4500/5500,New-Hampshire,"(47.6062, -122.3321)",7
Levi,48,Doctor,162567,TRAVERSE C1YC,Alaska,"(47.6062, -122.3321)",2
Eva,39,Mechanic,363241,TRAVERSE C1YC2,Illinois,"(34.0522, -118.2437)",8
Jack,20,Data-Engineer,205772,CAMARO A1AC CONV,Arizona,"(40.7128, -74.0060)",1
Alice,44,Data-Scientist,295506,ENCORE GX 9BUB,Alaska,"(40.7128, -74.0060)",0
Levi,34,Software-Developer,182949,BOLT C110,New-Mexico,"(47.6062, -122.3321)",1
Bob,52,Chef,77619,SILVERADO T1CCF LD CREW,Oregon,"(34.0522, -118.2437)",0
Alice,60,Data-Engineer,53102,SILVERADO T1RCH HD REG,Wyoming,"(37.7749, -122.4194)",3
Frank,28,Artist,244450,SILVERADO T1RCH HD REG,Oregon,"(42.3601, -71.0589)",3
Bailie,36,Engineer,161568,BOLT C110,Maine,"(39.7392, -104.9903)",0
Max,44,Lawyer,135528,ENVISTA 9BQB1,Illinois,"(37.7749, -122.4194)",6
Bob,32,Teacher,182532,SILVERADO EV BT1CC,Washington,"(29.7604, -95.3698)",3
Grace,32,Designer,121545,SILVERADO T1RCF LD REG,Hawaii,"(33.4484, -112.0740)",2
Max,32,Lieutenant,47673,COLORADO 31XCN,Michigan,"(41.8781, -87.6298)",8
David,25,Chef,273875,TRAVERSE C1YC2,Oregon,"(29.7604, -95.3698)",8
Max,39,Police-Officer,102207,CANYON 31XGN,Illinois,"(25.7617, -80.1918)",0
Frank,52,Data-Scientist,217127,AV A110,New-Mexico,"(34.0522, -118.2437)",5
Eva,35,Chef,70113,SAVANA VAN 610,Oregon,"(25.7617, -80.1918)",4
Max,21,Chef,52870,SILVERADO T1ECH HD DBL,Oregon,"(25.7617, -80.1918)",9
Mattie,48,Police-Officer,318729,HUM BEV BT1UG,New-Jersey,"(34.0522, -118.2437)",6
Bob,53,Nurse,75745,CORVETTE Y200,Texas,"(29.7604, -95.3698)",6
Charlie,38,Software-Developer,275439,BOLT EUV C121,Texas,"(37.7749, -122.4194)",6
Helen,53,Lieutenant,316743,SILVERADO T1RCH HD REG,Illinois,"(42.3601, -71.0589)",8
Eva,40,Teacher,419666,TERRAIN D2UG,Hawaii,"(47.6062, -122.3321)",5
Frank,32,Police-Officer,85626,SIERRA T1EGH HD DBL,New-Mexico,"(34.0522, -118.2437)",0
Max,21,Mechanic,345921,SILVERADO 4500/5500,Alaska,"(34.0522, -118.2437)",7
Bob,21,Police-Officer,161644,SIERRA T1CGF LD CREW,Indiana,"(40.7128, -74.0060)",9
Bob,34,Designer,105416,LCF GAS-US I-700N,New-Hampshire,"(25.7617, -80.1918)",5
Helen,40,Teacher,449290,BOLT C110,Indiana,"(37.7749, -122.4194)",8
Alice,24,Lieutenant,188689,ESCALADE T1ULF,Montana,"(42.3601, -71.0589)",3
Mattie,31,Doctor,208883,CT5 A2LL,New-Mexico,"(34.0522, -118.2437)",2
Jack,35,Police-Officer,402321,SILVERADO 4500/5500,New-Jersey,"(33.4484, -112.0740)",9
Levi,49,Nurse,82845,XT6 C1TL,Michigan,"(39.7392, -104.9903)",0
Helen,57,Doctor,368494,MALIBU E2SC,Michigan,"(42.3601, -71.0589)",5
Alice,54,Diesil-Mechanic,164121,COLORADO 31CC2,New-Mexico,"(29.7604, -95.3698)",8
Alice,51,Data-Scientist,145509,CT5 A2LL,New-Jersey,"(37.7749, -122.4194)",0
Alice,26,Teacher,176221,LCF 6500XD I-700N,Hawaii,"(40.7128, -74.0060)",6
Frank,37,Teacher,338737,SPARK M2JC,New-Jersey,"(25.7617, -80.1918)",3
Helen,60,Engineer,411118,BLAZER EV C234,Montana,"(29.7604, -95.3698)",4
Garrett,26,Nurse,364418,SILVERADO T1CCF LD CREW,New-Jersey,"(29.7604, -95.3698)",1
Frank,44,Nurse,366168,SPARK M2JC,Indiana,"(29.7604, -95.3698)",4
Bob,21,Software-Developer,352812,LCF 6500XD I-700N,Illinois,"(41.8781, -87.6298)",0
Levi,39,Diesil-Mechanic,244627,CAMARO A1BC COUPE,Massachusetts,"(42.3601, -71.0589)",2
Eva,51,Engineer,222018,BOLT EUV C121,Indiana,"(40.7128, -74.0060)",2
Levi,24,Police-Officer,42943,YUKON T1UGF,Michigan,"(47.6062, -122.3321)",7
Charlie,26,Doctor,129245,TERRAIN D2UG,New-Mexico,"(47.6062, -122.3321)",0
Bailie,34,Engineer,194056,SPARK M2JC,New-Hampshire,"(39.7392, -104.9903)",9
Frank,25,Chef,309738,SILVERADO T1RCF LD REG,Washington,"(41.8781, -87.6298)",0
Bailie,46,Artist,68381,CANYON 31XGN,Indiana,"(33.4484, -112.0740)",1
Grace,25,Doctor,268243,PICKUP-E BEV BT1FG,New-Jersey,"(39.7392, -104.9903)",3
Frank,57,Mechanic,161852,SILVERADO T1RCF LD REG,Wyoming,"(40.7128, -74.0060)",6
Garrett,30,Designer,212347,LCF GAS-US I-700N,New-Mexico,"(25.7617, -80.1918)",4
Jack,42,Accountant,186238,YUKON T1UGF,New-Mexico,"(41.8781, -87.6298)",1
Levi,46,Nurse,274943,BLAZER C1UC,New-Mexico,"(25.7617, -80.1918)",4
Bob,48,Data-Engineer,228636,ESCALADE T1ULF,Alaska,"(29.7604, -95.3698)",1
Frank,30,Chef,423057,LYRIQ L233,New-York,"(33.4484, -112.0740)",1
Bob,49,Data-Scientist,242698,ESCALADE T1ULF,New-Hampshire,"(40.7128, -74.0060)",9
Eva,31,Diesil-Mechanic,419502,SUBURBAN T1YCF,New-Mexico,"(39.7392, -104.9903)",8
Frank,20,Artist,39489,SPARK M2JC,Maine,"(42.3601, -71.0589)",3
Levi,39,Software-Developer,433490,ENVISTA 9BQB1,Massachusetts,"(40.7128, -74.0060)",0
Garrett,36,Driver,353535,SIERRA T1EGH HD DBL,Indiana,"(33.4484, -112.0740)",3
Max,57,Chef,346332,TAHOE T1UCF,New-York,"(29.7604, -95.3698)",1
Garrett,47,Software-Developer,150514,ENCORE GX 9BUB,Massachusetts,"(39.7392, -104.9903)",1
Alice,51,Artist,238560,CAMARO A1BC COUPE,New-Hampshire,"(39.7392, -104.9903)",4
Mattie,28,Doctor,51749,BLAZER EV C234,Illinois,"(34.0522, -118.2437)",0
David,26,Software-Developer,295202,TRAX-K G1UC,Maine,"(42.3601, -71.0589)",2
Garrett,59,Software-Developer,299419,SILVERADO T1ECF LD DBL,Montana,"(41.8781, -87.6298)",0
Bob,30,Nurse,440690,CANYON 31CG2,New-Mexico,"(39.7392, -104.9903)",4
Bob,47,Teacher,37632,TAHOE T1UCF,Hawaii,"(37.7749, -122.4194)",0
Alice,60,Chef,251604,SIERRA T1RGH HD REG,Alaska,"(42.3601, -71.0589)",3
Alice,46,Designer,179812,LYRIQ L233,Illinois,"(25.7617, -80.1918)",0
Garrett,33,Lawyer,78672,SIERRA T1CGF LD CREW,Alaska,"(33.4484, -112.0740)",8
Max,27,Nurse,198482,ENVISION E2UB,Indiana,"(33.4484, -112.0740)",3
Bob,50,Mechanic,419409,SILVERADO T1CCH HD CREW,Hawaii,"(25.7617, -80.1918)",9
Charlie,53,Lawyer,29510,TRAX-K G1UC,Oregon,"(41.8781, -87.6298)",2
Ivy,29,Mechanic,223347,SIERRA T1EGH HD DBL,Hawaii,"(29.7604, -95.3698)",1
Bailie,47,Accountant,360884,ESCALADE T1ULF,New-Mexico,"(34.0522, -118.2437)",4
Frank,22,Engineer,433255,SUBURBAN T1YCF,New-Jersey,"(33.4484, -112.0740)",4
Grace,41,Diesil-Mechanic,443350,CT4 A2SL,New-Hampshire,"(42.3601, -71.0589)",6
Eva,21,Accountant,205449,MALIBU E2SC,New-Hampshire,"(42.3601, -71.0589)",8
Charlie,49,Diesil-Mechanic,448255,ENCORE GX 9BUB,Montana,"(29.7604, -95.3698)",6
Mattie,46,Data-Scientist,80153,CELESTIQ L246,Maine,"(33.4484, -112.0740)",8
Bob,46,Software-Developer,310960,CANYON 31CG2,Indiana,"(40.7128, -74.0060)",3
Eva,60,Lawyer,146094,SILVERADO T1RCF LD REG,New-York,"(39.7392, -104.9903)",0
Bailie,21,Software-Developer,180510,SILVERADO T1ECH HD DBL,Montana,"(42.3601, -71.0589)",1
Bob,51,Teacher,78754,CT4 A2SL,Hawaii,"(39.7392, -104.9903)",3
Max,29,Lawyer,347217,SIERRA T1RGH HD REG,Arizona,"(41.8781, -87.6298)",8
David,22,Teacher,30818,SILVERADO T1CCF LD CREW,Washington,"(37.7749, -122.4194)",1
Bob,36,Doctor,356596,BOLT C110,Illinois,"(37.7749, -122.4194)",7
Max,49,Accountant,427110,YUKON T1UGF,Texas,"(25.7617, -80.1918)",3
Bob,26,Mechanic,210263,XT6 C1TL,Montana,"(25.7617, -80.1918)",6
Ivy,36,Nurse,223701,LCF GAS-US I-700N,Montana,"(42.3601, -71.0589)",2
Alice,45,Data-Scientist,141410,TRAX-K G1UC,New-Jersey,"(29.7604, -95.3698)",1
David,25,Data-Engineer,204517,SILVERADO T1ECH HD DBL,Massachusetts,"(25.7617, -80.1918)",6
Alice,47,Artist,360868,SILVERADO T1ECF LD DBL,Massachusetts,"(42.3601, -71.0589)",7
Ivy,44,Chef,161421,BOLT EUV C121,Michigan,"(29.7604, -95.3698)",3
Helen,27,Lawyer,383445,TRAVERSE C1YC2,Arizona,"(29.7604, -95.3698)",2
Eva,34,Police-Officer,112522,XT6 C1TL,Michigan,"(40.7128, -74.0060)",3
Ivy,28,Police-Officer,260426,LCF GAS-US I-700N,Illinois,"(34.0522, -118.2437)",4
Ivy,29,Teacher,216198,SUBURBAN T1YCF,New-Hampshire,"(39.7392, -104.9903)",2
Ivy,41,Police-Officer,388261,TRAX-K G1UC,Texas,"(40.7128, -74.0060)",3
Bob,27,Diesil-Mechanic,300273,HUM BEV BT1UG,Montana,"(29.7604, -95.3698)",7
Helen,23,Data-Engineer,144129,CANYON 31XGN,Wyoming,"(37.7749, -122.4194)",0
Max,43,Police-Officer,425765,CAMARO A1AC CONV,Texas,"(40.7128, -74.0060)",6
Garrett,33,Designer,137985,SPARK M2JC,New-Mexico,"(29.7604, -95.3698)",5
Frank,49,Diesil-Mechanic,214330,SPARK M2JC,Arizona,"(25.7617, -80.1918)",2
Ivy,30,Diesil-Mechanic,55447,YUKON XL T1YGF,New-York,"(33.4484, -112.0740)",4
Eva,32,Teacher,82597,SIERRA T1CGF LD CREW,Texas,"(33.4484, -112.0740)",6
Eva,24,Designer,300152,SILVERADO T1ECF LD DBL,Illinois,"(25.7617, -80.1918)",5
Ivy,52,Accountant,115904,ENCORE GX 9BUB,New-Hampshire,"(39.7392, -104.9903)",7
Levi,51,Mechanic,80322,ENVISTA 9BQB1,Washington,"(34.0522, -118.2437)",3
Helen,51,Diesil-Mechanic,245503,LYRIQ L233,Arizona,"(25.7617, -80.1918)",7
Helen,25,Chef,64896,SILVERADO 4500/5500,Indiana,"(47.6062, -122.3321)",9
Garrett,45,Designer,443541,BLAZER EV C234,Alaska,"(39.7392, -104.9903)",3
Bob,41,Lawyer,427498,ENVISION E2UB,Wyoming,"(47.6062, -122.3321)",6
Jack,33,Chef,414675,TRAX 9BQC1,Arizona,"(47.6062, -122.3321)",6
Bob,20,Diesil-Mechanic,440534,CELESTIQ L246,Alaska,"(29.7604, -95.3698)",9
Levi,53,Lawyer,413884,SPARK M2JC,Illinois,"(25.7617, -80.1918)",8
Max,29,Diesil-Mechanic,153374,BLAZER C1UC,Alaska,"(37.7749, -122.4194)",5
Max,47,Accountant,327907,SILVERADO EV BT1CC,Texas,"(25.7617, -80.1918)",9
Bailie,53,Police-Officer,300077,XT5 C1UL,Alaska,"(33.4484, -112.0740)",0
Frank,43,Accountant,194537,ESCALADE ESV T1YLF,Montana,"(37.7749, -122.4194)",9
Helen,20,Driver,34863,SIERRA T1RGF LD REG,New-Hampshire,"(42.3601, -71.0589)",6
Alice,50,Designer,229084,LCF GAS-US I-700N,Hawaii,"(33.4484, -112.0740)",5
Frank,57,Police-Officer,395602,SAVANA VAN 610,New-York,"(47.6062, -122.3321)",2
Garrett,31,Teacher,248408,ENCORE G1UB,Arizona,"(39.7392, -104.9903)",1
Frank,30,Accountant,133144,ENVISION E2UB,Indiana,"(33.4484, -112.0740)",8
Bailie,33,Diesil-Mechanic,406289,SILVERADO T1ECH HD DBL,Washington,"(33.4484, -112.0740)",2
Mattie,49,Designer,314208,ENVISION E2UB,Washington,"(25.7617, -80.1918)",4
Garrett,32,Police-Officer,322690,ENCORE G1UB,Arizona,"(47.6062, -122.3321)",4
Bailie,51,Police-Officer,78544,SPARK M2JC,Massachusetts,"(37.7749, -122.4194)",7
Alice,50,Doctor,230014,COLORADO 31CC2,Alaska,"(39.7392, -104.9903)",0
Eva,55,Data-Engineer,373532,LYRIQ L233,Indiana,"(39.7392, -104.9903)",6
Bailie,45,Artist,143692,SILVERADO T1ECF LD DBL,Arizona,"(33.4484, -112.0740)",1
Garrett,23,Artist,346040,TERRAIN D2UG,Arizona,"(34.0522, -118.2437)",9
Frank,23,Mechanic,399987,HUM BEV BT1UG,Montana,"(47.6062, -122.3321)",0
Ivy,30,Chef,325187,CANYON 31CG2,Hawaii,"(29.7604, -95.3698)",9
Grace,25,Driver,240089,BOLT EUV C121,Michigan,"(41.8781, -87.6298)",5
Alice,51,Lieutenant,118968,TRAX 9BQC1,Alaska,"(34.0522, -118.2437)",2
Alice,20,Data-Engineer,42202,ESCALADE ESV T1YLF,New-York,"(34.0522, -118.2437)",2
Grace,57,Software-Developer,74074,ENCORE G1UB,Massachusetts,"(33.4484, -112.0740)",3
Charlie,48,Teacher,191650,BLAZER EV C234,Alaska,"(25.7617, -80.1918)",0
Bailie,48,Lieutenant,357879,CANYON 31XGN,Massachusetts,"(37.7749, -122.4194)",3
Ivy,33,Nurse,145662,SIERRA T1CGF LD CREW,Texas,"(40.7128, -74.0060)",1
Grace,27,Driver,34953,CANYON 31CG2,Texas,"(39.7392, -104.9903)",9
Jack,43,Doctor,257861,BLAZER EV C234,New-Jersey,"(39.7392, -104.9903)",0
Eva,22,Nurse,169795,SILVERADO T1CCH HD CREW,Hawaii,"(47.6062, -122.3321)",5
Eva,47,Teacher,109881,PICKUP-E BEV BT1FG,Oregon,"(29.7604, -95.3698)",1
Bailie,21,Accountant,62725,TRAVERSE C1YC,New-Jersey,"(41.8781, -87.6298)",6
Grace,39,Mechanic,254558,SAVANA VAN 610,Michigan,"(33.4484, -112.0740)",7
Alice,30,Engineer,354193,LYRIQ L233,Massachusetts,"(34.0522, -118.2437)",7
Grace,50,Engineer,301158,ENVISTA 9BQB1,Illinois,"(42.3601, -71.0589)",8
Jack,47,Diesil-Mechanic,276920,LYRIQ L233,Wyoming,"(42.3601, -71.0589)",6
Garrett,44,Mechanic,410179,LYRIQ L233,Montana,"(29.7604, -95.3698)",4
Bob,60,Police-Officer,59852,CAMARO A1AC CONV,Alaska,"(37.7749, -122.4194)",6
Max,38,Police-Officer,198530,ESCALADE T1ULF,New-Hampshire,"(39.7392, -104.9903)",7
Max,30,Designer,54438,CORVETTE Y200,New-York,"(42.3601, -71.0589)",8
Mattie,45,Police-Officer,398554,SPARK M2JC,Illinois,"(33.4484, -112.0740)",2
Levi,50,Chef,208208,BLAZER C1UC,Hawaii,"(41.8781, -87.6298)",5
Frank,48,Doctor,82945,CAMARO A1AC CONV,Indiana,"(41.8781, -87.6298)",6
Levi,30,Police-Officer,400359,SILVERADO T1RCF LD REG,Arizona,"(47.6062, -122.3321)",1
Charlie,38,Lawyer,354253,XT5 C1UL,Arizona,"(39.7392, -104.9903)",1
Garrett,38,Doctor,218823,TRAVERSE C1YC2,Wyoming,"(47.6062, -122.3321)",3
Ivy,41,Mechanic,51308,XT5 C1UL,Hawaii,"(41.8781, -87.6298)",7
Frank,34,Software-Developer,234485,SILVERADO T1CCH HD CREW,Texas,"(33.4484, -112.0740)",0
Jack,20,Designer,284555,YUKON T1UGF,Alaska,"(34.0522, -118.2437)",9
Alice,43,Lawyer,375466,EXPRESS VAN 610,New-Hampshire,"(37.7749, -122.4194)",0
Bailie,29,Police-Officer,308729,YUKON XL T1YGF,Arizona,"(25.7617, -80.1918)",7
Alice,23,Designer,145596,CAMARO A1BC COUPE,Oregon,"(40.7128, -74.0060)",6
Eva,39,Chef,448320,SPARK M2JC,Illinois,"(39.7392, -104.9903)",4
